Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3380-4100-6463-58040,"Dec 28, 2018",4:59:29 AM PST,,Charge,,The best of Egypt (FR) (Musée du Louvre visites guidées),com.tourblink.louvre,1,itinerary_three_new,star2lte,FR,,94230,EUR,0.58,1.000000,EUR,0.58
GPA.3375-8969-0911-13451,"Dec 28, 2018",5:14:26 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,HWBKL,ES,BARCELONA,08002,EUR,2.88,1.000000,EUR,2.88
GPA.3328-4698-4231-58955,"Dec 28, 2018",5:46:26 AM PST,,Charge,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,crownlte,GB,RENFREWSHIRE,PA7 5EL,GBP,1.74,1.107100,EUR,1.93
GPA.3324-4101-8113-57159,"Dec 28, 2018",8:20:46 AM PST,,Charge,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,walleye,CA,ON,L3S 1K5,CAD,4.59,0.640110,EUR,2.94
GPA.3324-4101-8113-57159,"Dec 28, 2018",8:20:46 AM PST,,Google fee,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,walleye,CA,ON,L3S 1K5,CAD,-1.38,0.640110,EUR,-0.88
GPA.3382-3208-1092-17370,"Dec 28, 2018",8:39:22 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,herolte,IT,AL,15032,EUR,2.86,1.000000,EUR,2.86
GPA.3341-3377-0761-35348,"Dec 28, 2018",12:17:22 PM PST,,Charge,,Roma monumental (Roma Guide Tours),com.tourblink.roma,1,itinerary_one,montana_n,ES,MADRID,28990,EUR,0.57,1.000000,EUR,0.57
GPA.3387-5407-8066-92465,"Dec 28, 2018",2:19:31 PM PST,,Charge,,Buy all (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,buy_all,HWLLD-H,IT,TA,74100,EUR,2.86,1.000000,EUR,2.86
GPA.3342-0282-6407-89246,"Dec 28, 2018",7:38:11 PM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,dreamqltesq,US,NY,11230,USD,5.99,0.873850,EUR,5.24
GPA.3342-0282-6407-89246,"Dec 28, 2018",7:38:11 PM PST,,Google fee,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,dreamqltesq,US,NY,11230,USD,-1.80,0.873850,EUR,-1.57
GPA.3342-0282-6407-89246,"Dec 28, 2018",7:38:11 PM PST,Third-party Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,dreamqltesq,US,NY,11230,USD,0.53,0.873850,EUR,0.46
GPA.3399-9533-8606-85682,"Dec 28, 2018",11:34:50 PM PST,,Charge,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,CPH1707,AU,,2830,AUD,4.26,0.615150,EUR,2.62
GPA.3399-9533-8606-85682,"Dec 28, 2018",11:34:50 PM PST,,Google fee,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,CPH1707,AU,,2830,AUD,-1.28,0.615150,EUR,-0.79
GPA.3319-2281-2395-73442,"Dec 29, 2018",12:04:19 AM PST,,Charge,,Unlock all the itineraries and audioguides (Paris Guide Tours),com.tourblink.app,1,buy_all,sailfish,PL,,02-776,PLN,11.95,0.232440,EUR,2.78
GPA.3327-1542-7204-98562,"Dec 29, 2018",12:07:34 AM PST,,Charge,,Unlock all the itineraries and audioguides (Paris Guide Tours),com.tourblink.app,1,buy_all,mido,PL,,05-500,PLN,11.95,0.232440,EUR,2.78
GPA.3381-9986-5755-62000,"Dec 29, 2018",12:43:58 AM PST,,Charge,,Guía completa de Museos Vaticanos+Audioguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary1,herolte,IT,TO,10076,EUR,2.00,1.000000,EUR,2.00
GPA.3347-8674-9007-00300,"Dec 29, 2018",1:04:27 AM PST,,Charge,,Lo principal del Louvre+Audioguía (Louvre Tours Guia),com.tourblink.louvre,1,audioguide_itinerary1_new,zeroflte,ES,NAVARRA,31192,EUR,1.73,1.000000,EUR,1.73
GPA.3386-8371-1444-39640,"Dec 29, 2018",1:55:11 AM PST,,Charge,,Orsay en 3 horas (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,itinerary_one,dreamqltesq,US,GA,30101,USD,3.49,0.873850,EUR,3.05
GPA.3386-8371-1444-39640,"Dec 29, 2018",1:55:11 AM PST,,Google fee,,Orsay en 3 horas (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,itinerary_one,dreamqltesq,US,GA,30101,USD,-1.05,0.873850,EUR,-0.92
GPA.3386-8371-1444-39640,"Dec 29, 2018",1:55:11 AM PST,Third-party Tax,Tax,,Orsay en 3 horas (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,itinerary_one,dreamqltesq,US,GA,30101,USD,0.21,0.873850,EUR,0.18
GPA.3341-0561-0243-59972,"Dec 29, 2018",2:14:49 AM PST,,Charge,,Unlock all the itineraries and audioguides (Paris Guide Tours),com.tourblink.app,1,buy_all,taimen,ES,MADRID,28109,EUR,2.88,1.000000,EUR,2.88
GPA.3385-3690-4336-53671,"Dec 29, 2018",2:23:48 AM PST,,Charge,,The most important masterpieces (PT) (Louvre. Roteiros offline com áudioguia),com.tourblink.louvre,1,itinerary_one_new,greatlte,BR,SP,04716-000,BRL,8.99,0.225430,EUR,2.03
GPA.3385-3690-4336-53671,"Dec 29, 2018",2:23:48 AM PST,,Google fee,,The most important masterpieces (PT) (Louvre. Roteiros offline com áudioguia),com.tourblink.louvre,1,itinerary_one_new,greatlte,BR,SP,04716-000,BRL,-2.70,0.225430,EUR,-0.61
GPA.3385-3690-4336-53671,"Dec 29, 2018",2:23:48 AM PST,Brazil CIDE Withholding Tax,Tax,,The most important masterpieces (PT) (Louvre. Roteiros offline com áudioguia),com.tourblink.louvre,1,itinerary_one_new,greatlte,BR,SP,04716-000,EUR,0.06,1.000000,EUR,0.06
GPA.3385-3690-4336-53671,"Dec 29, 2018",2:23:48 AM PST,Brazil CIDE Withholding Tax,Tax,,The most important masterpieces (PT) (Louvre. Roteiros offline com áudioguia),com.tourblink.louvre,1,itinerary_one_new,greatlte,BR,SP,04716-000,EUR,-0.20,1.000000,EUR,-0.20
GPA.3385-3690-4336-53671,"Dec 29, 2018",2:23:48 AM PST,Brazil IRRF Withholding Tax,Tax,,The most important masterpieces (PT) (Louvre. Roteiros offline com áudioguia),com.tourblink.louvre,1,itinerary_one_new,greatlte,BR,SP,04716-000,EUR,0.09,1.000000,EUR,0.09
GPA.3385-3690-4336-53671,"Dec 29, 2018",2:23:48 AM PST,Brazil IRRF Withholding Tax,Tax,,The most important masterpieces (PT) (Louvre. Roteiros offline com áudioguia),com.tourblink.louvre,1,itinerary_one_new,greatlte,BR,SP,04716-000,EUR,-0.30,1.000000,EUR,-0.30
GPA.3364-1898-2103-86763,"Dec 29, 2018",2:30:43 AM PST,,Charge,,Lo mejor del museo del Prado (El Prado Museum Guide Tours & Audioguide),com.tourblink.museoelprado,1,itinerary_two,F5321,FR,,60500,EUR,1.16,1.000000,EUR,1.16
GPA.3300-2967-6367-95622,"Dec 29, 2018",3:14:45 AM PST,,Charge,,The historic heart of Paris (Paris Guide Tours),com.tourblink.app,1,itinerary_one,g3,CA,BC,V0E1B4,CAD,1.49,0.640770,EUR,0.95
GPA.3300-2967-6367-95622,"Dec 29, 2018",3:14:45 AM PST,,Google fee,,The historic heart of Paris (Paris Guide Tours),com.tourblink.app,1,itinerary_one,g3,CA,BC,V0E1B4,CAD,-0.45,0.640770,EUR,-0.29
GPA.3343-4116-3957-58070,"Dec 29, 2018",4:04:08 AM PST,,Charge,,Orsay en 2 horas (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,itinerary_two,tissot_sprout,IL,,5552588,ILS,8.50,0.232430,EUR,1.98
GPA.3343-4116-3957-58070,"Dec 29, 2018",4:04:08 AM PST,,Google fee,,Orsay en 2 horas (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,itinerary_two,tissot_sprout,IL,,5552588,ILS,-2.60,0.232430,EUR,-0.60
GPA.3325-6779-7838-43983,"Dec 29, 2018",5:03:43 AM PST,,Charge,,Lo principal del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_two,HWEVA,SG,,,SGD,2.99,0.639550,EUR,1.91
GPA.3325-6779-7838-43983,"Dec 29, 2018",5:03:43 AM PST,,Google fee,,Lo principal del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_two,HWEVA,SG,,,SGD,-0.90,0.639550,EUR,-0.58
GPA.3327-9837-3857-73475,"Dec 29, 2018",5:19:37 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,j5y17lte,KR,인천광역시,405-735,KRW,5909.00,0.000783,EUR,4.63
GPA.3327-9837-3857-73475,"Dec 29, 2018",5:19:37 AM PST,,Google fee,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,j5y17lte,KR,인천광역시,405-735,KRW,-1773.00,0.000783,EUR,-1.39
GPA.3348-0814-3288-22181,"Dec 29, 2018",5:53:01 AM PST,,Charge,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,G8142,SG,,,SGD,4.98,0.639550,EUR,3.18
GPA.3348-0814-3288-22181,"Dec 29, 2018",5:53:01 AM PST,,Google fee,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,G8142,SG,,,SGD,-1.49,0.639550,EUR,-0.95
GPA.3347-7537-0017-50123,"Dec 29, 2018",5:56:39 AM PST,,Charge,,Orsay en 3 horas (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,itinerary_one,blueline,KR,서울특별시,06975,KRW,3636.00,0.000783,EUR,2.85
GPA.3347-7537-0017-50123,"Dec 29, 2018",5:56:39 AM PST,,Google fee,,Orsay en 3 horas (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,itinerary_one,blueline,KR,서울특별시,06975,KRW,-1091.00,0.000783,EUR,-0.85
GPA.3394-2190-7595-78649,"Dec 29, 2018",6:45:50 AM PST,,Charge,,Orsay en 2 horas+audio (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,audioguide_itinerary2,potter_n,IT,MS,54100,EUR,1.72,1.000000,EUR,1.72
GPA.3364-4821-3847-97397,"Dec 29, 2018",6:59:19 AM PST,,Charge,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,HWCLT,LT,,44486,EUR,1.73,1.000000,EUR,1.73
GPA.3355-6100-5982-75071,"Dec 30, 2018",1:25:17 AM PST,,Charge,,Orsay en 3 horas+audio (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,audioguide_itinerary1,dipper,ES,VALLADOLID,47130,EUR,2.02,1.000000,EUR,2.02
GPA.3393-9303-5704-15575,"Dec 30, 2018",1:27:13 AM PST,,Charge,,Roma monumental (Roma Guide Tours),com.tourblink.roma,1,itinerary_one,herolte,CZ,,16000,CZK,15.04,0.038840,EUR,0.58
GPA.3393-9303-5704-15575,"Dec 30, 2018",1:37:27 AM PST,,Charge refund,Full,Roma monumental (Roma Guide Tours),com.tourblink.roma,1,itinerary_one,herolte,CZ,,16000,CZK,-15.04,0.038840,EUR,-0.58
GPA.3392-7790-1202-28306,"Dec 30, 2018",2:22:47 AM PST,,Charge,,Lo mejor del museo del Prado (El Prado Museum Guide Tours & Audioguide),com.tourblink.museoelprado,1,itinerary_two,HWSTF,IT,VE,30171,EUR,1.14,1.000000,EUR,1.14
GPA.3375-3779-8845-77073,"Dec 30, 2018",4:02:23 AM PST,,Charge,,Buy all (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,buy_all,HWCLT,ES,MADRID,28400,EUR,2.88,1.000000,EUR,2.88
GPA.3323-1107-3551-65603,"Dec 30, 2018",4:02:54 AM PST,,Charge,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,HWPRA-H,IT,VR,37134,EUR,2.00,1.000000,EUR,2.00
GPA.3358-4374-4936-02122,"Dec 30, 2018",4:35:07 AM PST,,Charge,,Lo principal del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_two,HWCLT,IT,FI,50054,EUR,1.14,1.000000,EUR,1.14
GPA.3387-0234-5697-19337,"Dec 30, 2018",4:41:14 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,HWANE,DE,,60439,EUR,2.93,1.000000,EUR,2.93
GPA.3370-4587-0482-46422,"Dec 30, 2018",5:38:36 AM PST,,Charge,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,dreamlte,FR,,34090,EUR,2.04,1.000000,EUR,2.04
GPA.3336-2167-7436-51064,"Dec 30, 2018",6:08:44 AM PST,,Charge,,Le Louvre en 60 minutes (Musée du Louvre visites guidées),com.tourblink.louvre,1,itinerary_two_new,OnePlus5,FR,,31170,EUR,0.58,1.000000,EUR,0.58
GPA.3329-1775-5214-31108,"Dec 30, 2018",6:18:36 AM PST,,Charge,,Orsay en 60 minutos (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,itinerary_three,HWPRA-H,FR,,95300,EUR,0.58,1.000000,EUR,0.58
GPA.3311-1702-9454-06133,"Dec 30, 2018",12:01:16 PM PST,,Charge,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,dream2lte,ZA,,0699,ZAR,54.99,0.060510,EUR,3.33
GPA.3311-1702-9454-06133,"Dec 30, 2018",12:01:16 PM PST,,Google fee,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,dream2lte,ZA,,0699,ZAR,-16.50,0.060510,EUR,-1.00
GPA.3395-8667-6311-21808,"Dec 30, 2018",1:42:50 PM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,crownlte,AU,,3076,AUD,7.26,0.616230,EUR,4.47
GPA.3395-8667-6311-21808,"Dec 30, 2018",1:42:50 PM PST,,Google fee,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,crownlte,AU,,3076,AUD,-2.18,0.616230,EUR,-1.34
GPA.3313-2160-0802-74101,"Dec 31, 2018",12:49:51 AM PST,,Charge,,El Louvre en medio día + Audioguia (Paris Tours Guia),com.tourblink.app,1,audioguide_itinerary5,P653A10,MX,,11500,MXN,79.00,0.044530,EUR,3.52
GPA.3313-2160-0802-74101,"Dec 31, 2018",12:49:51 AM PST,,Google fee,,El Louvre en medio día + Audioguia (Paris Tours Guia),com.tourblink.app,1,audioguide_itinerary5,P653A10,MX,,11500,MXN,-23.70,0.044530,EUR,-1.06
GPA.3303-6696-5576-47913,"Dec 31, 2018",1:32:00 AM PST,,Charge,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,a7y17lte,SV,San Salvador,,USD,3.42,0.873950,EUR,2.99
GPA.3303-6696-5576-47913,"Dec 31, 2018",1:32:00 AM PST,,Google fee,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,a7y17lte,SV,San Salvador,,USD,-1.03,0.873950,EUR,-0.90
GPA.3376-7576-7648-09620,"Dec 31, 2018",2:18:54 AM PST,,Charge,,Lo principal del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_two,capricorn,ES,ALICANTE,03540,EUR,1.15,1.000000,EUR,1.15
GPA.3307-5663-2044-27152,"Dec 31, 2018",2:23:33 AM PST,,Charge,,Buy all (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,buy_all,NX531J,IT,MI,20135,EUR,2.86,1.000000,EUR,2.86
GPA.3316-1753-2292-26967,"Dec 31, 2018",2:24:42 AM PST,,Charge,,Lo principal del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_two,dreamlte,FR,,67200,EUR,1.16,1.000000,EUR,1.16
GPA.3302-8752-8996-21819,"Dec 31, 2018",2:44:39 AM PST,,Charge,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,dream2lte,CO,BOGOTÁ,110131,COP,10000.00,0.000269,EUR,2.69
GPA.3302-8752-8996-21819,"Dec 31, 2018",2:44:39 AM PST,,Google fee,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,dream2lte,CO,BOGOTÁ,110131,COP,-3000.00,0.000269,EUR,-0.81
GPA.3325-5806-3867-86757,"Dec 31, 2018",3:10:45 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,OnePlus,HR,,43000,HRK,20.72,0.134860,EUR,2.79
GPA.3320-8626-3500-34773,"Dec 31, 2018",3:19:26 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,a5y17lte,GB,LINCOLNSHIRE,PE12 9RF,GBP,2.91,1.114000,EUR,3.24
GPA.3309-2570-5953-03912,"Dec 31, 2018",3:20:57 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,HWANE,HR,,43000,HRK,20.72,0.134860,EUR,2.79
GPA.3386-3509-9386-31319,"Dec 31, 2018",3:40:48 AM PST,,Charge,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,HWFLA-H,MX,NL,67300,MXN,79.00,0.044529,EUR,3.52
GPA.3386-3509-9386-31319,"Dec 31, 2018",3:40:48 AM PST,,Google fee,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,HWFLA-H,MX,NL,67300,MXN,-23.70,0.044529,EUR,-1.06
GPA.3385-4554-5732-37899,"Dec 31, 2018",4:30:27 AM PST,,Charge,,El Retiro al completo (Madrid Guide Tours),com.tourblink.madrid,1,itinerary_fifth,j5xnlte,BE,,9000,EUR,1.15,1.000000,EUR,1.15
GPA.3343-6463-6539-81948,"Dec 31, 2018",5:14:53 AM PST,,Charge,,Visita express del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_one,heroqltevzw,US,MA,02466,USD,1.49,0.873200,EUR,1.30
GPA.3343-6463-6539-81948,"Dec 31, 2018",5:14:53 AM PST,,Google fee,,Visita express del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_one,heroqltevzw,US,MA,02466,USD,-0.45,0.873200,EUR,-0.39
GPA.3343-6463-6539-81948,"Dec 31, 2018",5:14:53 AM PST,Third-party Tax,Tax,,Visita express del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_one,heroqltevzw,US,MA,02466,USD,0.09,0.873200,EUR,0.08
GPA.3301-6668-8317-07978,"Dec 31, 2018",5:17:09 AM PST,,Charge,,Visita express del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_one,herolte,ES,CIUDAD REAL,13195,EUR,0.57,1.000000,EUR,0.57
GPA.3360-4104-6496-96121,"Dec 31, 2018",5:19:18 AM PST,,Charge,,Lo principal del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_two,heroqltevzw,US,MA,02466,USD,2.49,0.873200,EUR,2.17
GPA.3360-4104-6496-96121,"Dec 31, 2018",5:19:18 AM PST,,Google fee,,Lo principal del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_two,heroqltevzw,US,MA,02466,USD,-0.75,0.873200,EUR,-0.65
GPA.3360-4104-6496-96121,"Dec 31, 2018",5:19:18 AM PST,Third-party Tax,Tax,,Lo principal del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_two,heroqltevzw,US,MA,02466,USD,0.16,0.873200,EUR,0.14
GPA.3359-1852-7317-91412,"Dec 31, 2018",5:25:14 AM PST,,Charge,,Lo principal del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_two,D2303,GB,MIDLOTHIAN,EH13 0JT,GBP,1.16,1.114900,EUR,1.29
GPA.3319-4649-2884-51370,"Dec 31, 2018",5:45:50 AM PST,,Charge,,The most important masterpieces (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_one_new,OnePlus6T,CH,,8057,CHF,2.30,0.887710,EUR,2.04
GPA.3319-4649-2884-51370,"Dec 31, 2018",5:45:50 AM PST,,Google fee,,The most important masterpieces (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_one_new,OnePlus6T,CH,,8057,CHF,-0.69,0.887710,EUR,-0.61
GPA.3379-1131-5087-75203,"Dec 31, 2018",8:34:34 AM PST,,Charge,,Montmartre (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_eight,HWPRA-H,IT,VR,37134,EUR,0.57,1.000000,EUR,0.57
